supplier ID,printer,order completion time,material,category,resolution,Price (USD)
224771,Original Prusa i3 MK2,3,Generic Standard PETG,PET,200,17.49
build3dparts,Kossel Mini,3,Taulman T-Glase,PET,200,17.49
build3dparts,Kossel Mini (ø220mm),3,Generic Standard PETG,PET,200,17.49
191147,FlashForge Creator Pro,2,Generic TPU,TPE,100,17.49
build3dparts,Kossel Mini,3,Ninjatek Ninjaflex,TPE,200,17.49
build3dparts,Kossel Mini (ø220mm),3,Ninjatek Ninjaflex,TPE,200,17.49
108417,Ultimaker 3,2,Generic Standard ABS,ABS/PLA,100,17.5
CTGreybeard,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,300,17.5
CTGreybeard,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,250,17.5
CTGreybeard,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,17.5
dennism,FlashForge Creator X,1,Generic Standard ABS,ABS/PLA,125,17.5
jordanshub,Wanhao Duplicator i3,4,Generic Standard PLA,ABS/PLA,200,17.5
tnowicki,"Prusa i3v 8""",3,Generic Woodfill PLA,ABS/PLA Filled,200,17.5
laughingmonkeylabs,Formbot T-Rex 2,4,Generic Standard PETG,PET,300,17.5
delta3,Rostock MAX V2,3,Generic Woodfill PLA,ABS/PLA Filled,200,17.52
VELTO,Ultimaker 3,2,eSUN PLA+,ABS/PLA Filled,200,17.52
isotope,Prusa i3,1,Generic Standard ASA,ASA,200,17.52
30200,Raise3D N2 Plus,4,Generic Standard ABS,ABS/PLA,100,17.53
martin3Dhub,Ultimaker 2,4,Generic Standard ABS,ABS/PLA,100,17.53
nkhub,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,200,17.53
stefandekraker,Other FDM,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.53
stefandekraker,Other FDM,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.53
stefandekraker,Other FDM,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.53
stefandekraker,Other FDM,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.53
stefandekraker,Other FDM,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.53
stefandekraker,Other FDM,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.53
208721,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,17.54
208721,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,300,17.54
208721,Original Prusa i3 MK2,2,Generic Standard PETG,PET,200,17.54
208721,Original Prusa i3 MK2,2,Generic Standard PETG,PET,300,17.54
135146,FlashForge Dreamer,3,Generic Standard PETG,PET,100,17.55
221828,"Stratasys	F370",2,Generic Standard ASA,ASA,125,17.56
3dconception,Ultimaker 2+,2,Generic Standard Nylon,Nylon,300,17.56
3dconception,Ultimaker 2+,2,Generic Standard Nylon,Nylon,300,17.56
115200,Ultimaker Original,3,Generic Standard PLA,ABS/PLA,100,17.58
115200,Ultimaker 2,3,Generic Standard PLA,ABS/PLA,100,17.58
115200,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,100,17.58
197194,Kossel Mini (ø220mm),3,Generic Standard PLA,ABS/PLA,300,17.58
95811,Printrbot Simple Metal,2,Generic Standard PLA,ABS/PLA,50,17.6
176136,Prusa i3,1,Generic Standard ABS,ABS/PLA,150,17.6
178599,Original Prusa i3 MK2,1,Generic Standard ABS,ABS/PLA,200,17.6
203620,Maker Select,3,Generic Standard PLA,ABS/PLA,200,17.6
makertree3d,UP Box,3,Generic Standard PLA,ABS/PLA,100,17.6
Print3rGarage,RoBo 3D R1,2,Generic Standard PLA,ABS/PLA,200,17.6
ProtoLab,Original Prusa i3 MK2,1,Generic Standard ABS,ABS/PLA,100,17.6
SchmidtEngineering,Folger Tech FT-5,1,Generic Standard PLA,ABS/PLA,150,17.6
SchmidtEngineering,Folger Tech FT-5,1,Generic Standard PLA,ABS/PLA,200,17.6
231327,F500-A,2,Polymaker Polymax PLA,ABS/PLA Filled,200,17.6
hdlabs,CEL Robox,2,Taulman Alloy 910,Nylon,300,17.6
45045,Ultimaker 2,3,Generic Standard PETG,PET,100,17.6
45045,Ultimaker 2+ Extended,3,Generic Standard PETG,PET,100,17.6
93873,Original Prusa i3 MK2,1,Generic Standard PETG,PET,150,17.6
andreas,Velleman K8400,2,Generic Standard PETG,PET,100,17.6
CTGreybeard,Original Prusa i3 MK2,2,eSUN PETG,PET,300,17.6
CTGreybeard,Original Prusa i3 MK2,2,eSUN PETG,PET,250,17.6
SchmidtEngineering,Folger Tech FT-5,1,Generic Standard PETG,PET,200,17.6
228104,Original Prusa i3 MK2,2,Generic TPE,TPE,200,17.6
3DFilaPrint,Makerbot Replicator 2x,3,Taulman Bridge Nylon,Nylon,200,17.62
forged,Rostock MAX V2,2,Polymaker PC-Max,PC,250,17.62
134340,Zortrax M200,3,Zortrax Z-ABS,ABS/PLA Filled,300,17.63
Kapiti3d,UP Plus 2,1,eSUN ABS+,ABS/PLA Filled,300,17.63
2756,RoBo 3D R1,3,Generic Standard PLA,ABS/PLA,100,17.64
76157,Original Prusa i3 MK2S,3,Generic TPU,TPE,100,17.64
140234,FlashForge Finder,2,Generic Standard PLA,ABS/PLA,300,17.65
142024,LulzBot Mini,3,Generic Standard PLA,ABS/PLA,100,17.65
208003,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,150,17.65
adastra3d,Prusa i3,1,Generic Standard PLA,ABS/PLA,300,17.65
izo3D,Prusa i3,2,Generic Standard PLA,ABS/PLA,150,17.65
142024,LulzBot Mini,3,Generic Standard PETG,PET,200,17.65
223222,Original Prusa i3 MK2S,4,Generic Standard PLA,ABS/PLA,150,17.67
immersive-boardgames,Ultimaker 3 Extended,3,Generic Standard PLA,ABS/PLA,150,17.67
immersive-boardgames,Ultimaker 3 Extended,3,ColorFabb nGen,ABS/PLA,150,17.67
immersive-boardgames,Original Prusa i3 MK2S,5,ColorFabb nGen,ABS/PLA,150,17.67
immersive-boardgames,Original Prusa i3 MK2S,5,Generic Standard PLA,ABS/PLA,150,17.67
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,ColorFabb nGen,ABS/PLA,150,17.67
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,Generic Standard PLA,ABS/PLA,150,17.67
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,Generic Standard ABS,ABS/PLA,150,17.67
207216,Ultimaker 3,2,Ultimaker CPE,ABS/PLA Filled,150,17.67
immersive-boardgames,Ultimaker 3 Extended,3,ColorFabb PLA/PHA,ABS/PLA Filled,150,17.67
immersive-boardgames,Original Prusa i3 MK2S,5,ColorFabb PLA/PHA,ABS/PLA Filled,150,17.67
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,ColorFabb XT,ABS/PLA Filled,150,17.67
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,ColorFabb Glowfill,ABS/PLA Filled,150,17.67
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,ColorFabb PLA/PHA,ABS/PLA Filled,150,17.67
227546,Ultimaker 3 Extended,1,Generic PVA,ASA,300,17.67
102659,Makerbot Replicator 2x,1,Generic Standard ABS,ABS/PLA,300,17.68
3165,Raise3D N2 Plus,2,Generic Standard ABS,ABS/PLA,200,17.7
5616,Raise3D N2 Plus,1,Generic Standard PLA,ABS/PLA,200,17.7
19143,AW3D AXIOM,3,Generic Standard ABS,ABS/PLA,200,17.7
24234,Rostock MAX,1,Generic Standard ABS,ABS/PLA,100,17.7
24234,Rostock MAX,1,Generic Standard PLA,ABS/PLA,100,17.7
24234,Zortrax M200,1,Generic Standard ABS,ABS/PLA,100,17.7
53922,Makergear M2,3,Generic Standard PLA,ABS/PLA,125,17.7
61169,MendelMax,1,Generic Standard PLA,ABS/PLA,200,17.7
61169,MendelMax,1,Generic Standard ABS,ABS/PLA,200,17.7
77650,Dimension 1200es,3,Stratasys ABSplus,ABS/PLA,250,17.7
132036,CubePro Duo,4,Generic Standard PLA,ABS/PLA,200,17.7
163512,Lulzbot Taz 6,2,Generic Standard ABS,ABS/PLA,50,17.7
163512,Lulzbot Taz 6,2,Generic Standard PLA,ABS/PLA,50,17.7
3ddruck-schmiede,Prusa i3 Hephestos (Custom),4,Generic Standard PLA,ABS/PLA,200,17.7
3dprintit,Creality CR-10,2,Generic Standard PLA,ABS/PLA,100,17.7
crazylama,Rapide Lite 200XL,2,Generic Standard ABS,ABS/PLA,100,17.7
Kris,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,100,17.7
Kris,Original Prusa i3 MK2S,2,Generic Standard ABS,ABS/PLA,100,17.7
Shmaggys,Mendelmax 3,3,Formfutura TitanX,ABS/PLA,200,17.7
24234,Rostock MAX,1,Generic Woodfill PLA,ABS/PLA Filled,150,17.7
37118,Kodama Trinus,2,ColorFabb XT,ABS/PLA Filled,200,17.7
37118,Creality CR-10,2,ColorFabb XT,ABS/PLA Filled,200,17.7
3dwebstore,Ultimaker 2,7,Polymaker Polymax PLA,ABS/PLA Filled,100,17.7
brianshubmarion,Zortrax M200,2,Zortrax Z-ABS,ABS/PLA Filled,200,17.7
crazylama,ORD Bot Hadron,2,Makergeek Raptor PLA,ABS/PLA Filled,200,17.7
55061,CraftBot,1,Generic High-Impact Polystyrene (HIPS),ASA,300,17.7
24234,Rostock MAX,1,Generic Standard PETG,PET,150,17.7
25952,Ultimaker 2,1,Generic Standard PETG,PET,200,17.7
185826,Original Prusa i3 MK2,4,Generic Standard PETG,PET,100,17.7
tnowicki,"Prusa i3v 8""",3,Generic Standard PETG,PET,150,17.7
171036,D-Bot Core-XY ,1,Generic TPU,TPE,300,17.7
171036,D-Bot Core-XY ,1,Ninjatek SemiFlex,TPE,300,17.7
alessio,Ultimaker Original Plus,2,Ninjatek Ninjaflex,TPE,300,17.7
8320,Ultimaker Original Plus,2,Generic Standard ABS,ABS/PLA,250,17.72
16309,UP Mini,2,Generic Standard ABS,ABS/PLA,200,17.72
32295,Ultimaker 3,2,ColorFabb nGen_Flex,ABS/PLA,100,17.72
32295,Zortrax M200,2,Zortrax Z-Ultrat,ABS/PLA,100,17.72
32295,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,100,17.72
134739,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,300,17.72
192643,3Drag,4,Generic Standard PLA,ABS/PLA,150,17.72
200824,Sindoh 3DWOX DP200,4,Generic Standard ABS,ABS/PLA,200,17.72
224019,Tevo Little Monster,2,Generic Standard ABS,ABS/PLA,100,17.72
224019,ANET 3D - A8,2,Generic Standard ABS,ABS/PLA,100,17.72
3dsoluce,Kossel,1,Generic Standard PLA,ABS/PLA,200,17.72
trix-3d,Kossel XL,2,ColorFabb _HT,ABS/PLA,100,17.72
14449,RigidBot,3,ColorFabb woodFill,ABS/PLA Filled,200,17.72
32295,Zortrax M200,2,Zortrax Z-ABS,ABS/PLA Filled,100,17.72
67030,Prusa Steel,2,Generic Woodfill PLA,ABS/PLA Filled,250,17.72
32295,Zortrax M200,2,Generic Standard ASA,ASA,150,17.72
32295,Zortrax M200,2,Zortrax Z-Glass,PET,175,17.72
192643,3Drag,4,Generic TPU,TPE,200,17.72
102949,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,50,17.75
132779,Ultimaker 2+,2,Generic Standard ABS,ABS/PLA,100,17.75
132779,Ultimaker 2+,2,ColorFabb woodFill,ABS/PLA Filled,100,17.75
132779,Ultimaker 2+,2,ColorFabb XT,ABS/PLA Filled,100,17.75
187509,Pratham 3.0,1,Generic Standard Nylon,Nylon,150,17.75
141891,Original Prusa i3 MK2,2,Generic Standard PETG,PET,150,17.75
isotope,Prusa i3,1,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.76
andreas,Stacker S2,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.77
26211,BEETHEFIRST,1,Generic Standard PLA,ABS/PLA,200,17.78
hdlabs,CEL Robox,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,17.78
3dconception,Ultimaker 2+,2,Generic Standard ABS,ABS/PLA,200,17.79
110887,Kossel XL,2,Generic Standard ABS,ABS/PLA,75,17.8
110887,Kossel XL,2,Generic Standard PLA,ABS/PLA,75,17.8
135663,BCN3D SIGMA,2,Generic Standard PLA,ABS/PLA,100,17.8
141139,Makerbot Mini,3,Generic Standard PLA,ABS/PLA,100,17.8
141139,RepRap,3,Generic Standard PLA,ABS/PLA,100,17.8
211066,Prusa Research Original Prusa i3 MK3,5,Generic Standard ABS,ABS/PLA,100,17.8
211066,Prusa Research Original Prusa i3 MK3,5,Generic Standard PLA,ABS/PLA,100,17.8
INMotion,Kossel 2020,4,Generic Standard ABS,ABS/PLA,200,17.8
15586,Lulzbot Taz 6,1,Generic Woodfill PLA,ABS/PLA Filled,300,17.8
132199,Lulzbot Taz 5,4,ColorFabb copperFill,ABS/PLA Filled,300,17.8
171036,Lulzbot Taz 6,1,Generic TPU,TPE,100,17.8
171036,Lulzbot Taz 6,1,Generic TPE,TPE,100,17.8
19934,Ultimaker 2,5,Generic Standard PLA,ABS/PLA,100,17.81
185797,Tevo Little Monster,6,Generic Standard PLA,ABS/PLA,100,17.81
185797,Tevo Little Monster,6,Generic Standard ABS,ABS/PLA,100,17.81
185797,Makergear M2,5,Generic Standard ABS,ABS/PLA,100,17.81
185797,Makergear M2,5,Generic Standard PLA,ABS/PLA,100,17.81
185797,Original Prusa i3 MK2S,5,Generic Standard ABS,ABS/PLA,100,17.81
185797,Original Prusa i3 MK2S,5,Generic Standard PLA,ABS/PLA,100,17.81
fgs-europe-3dprints,Ultimaker 2 Extended,3,Generic Standard ABS,ABS/PLA,200,17.81
garagedays3d,M3D - The Micro,4,Generic Standard ABS,ABS/PLA,200,17.81
PepCo,Original Prusa i3 MK2,1,Generic Standard ABS,ABS/PLA,300,17.81
2gtech,Felix 3.0,1,Generic Standard ASA,ASA,100,17.81
133788,Original Prusa i3 MK2,2,Generic Standard ASA,ASA,150,17.82
142024,LulzBot Mini,3,Generic Standard ABS,ABS/PLA,300,17.83
148285,Cubicon Single Plus,1,Generic Standard PLA,ABS/PLA,200,17.83
Kapiti3d,UP Plus 2,1,eSUN ABS+,ABS/PLA Filled,250,17.83
142024,LulzBot Mini,3,Generic High-Impact Polystyrene (HIPS),ASA,300,17.83
142024,LulzBot Mini,3,Taulman Bridge Nylon,Nylon,300,17.83
144486,Ultimaker 2 Go,4,Generic Standard PLA,ABS/PLA,100,17.84
182141,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,17.84
191837,SeeMeCNC - Rostock MAX V3,2,Generic Standard ABS,ABS/PLA,100,17.84
191837,Wanhao Duplicator i3 PLUS,2,Generic Standard ABS,ABS/PLA,100,17.84
garagedays3d,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,300,17.84
rubyhub,Prusa i3,4,Generic Standard ABS,ABS/PLA,200,17.84
twentythree2,Flashforge Guider 2,3,Generic Standard ABS,ABS/PLA,150,17.84
60521,FlashForge Creator Pro,2,eSUN PLA,ABS/PLA Filled,100,17.84
immersive-boardgames,Ultimaker 3 Extended,3,ColorFabb Glowfill,ABS/PLA Filled,150,17.84
immersive-boardgames,Original Prusa i3 MK2S,5,ColorFabb Glowfill,ABS/PLA Filled,150,17.84
185797,Original Prusa i3 MK2S,5,Generic TPU,TPE,200,17.84
189148,Ultimaker 2+,5,Generic Standard PLA,ABS/PLA,200,17.86
224215,Zortrax M200,1,Generic Standard PLA,ABS/PLA,100,17.86
231645,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,17.86
invent3d,Rostock,3,Generic Standard PLA,ABS/PLA,100,17.86
get3d,Zortrax M200,1,Zortrax Z-ABS,ABS/PLA Filled,200,17.86
46801,FlashForge Creator Pro,3,Generic High-Impact Polystyrene (HIPS),ASA,200,17.86
118467,Da Vinci 1.0 PRO,5,Generic Standard PETG,PET,100,17.86
22709,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,200,17.88
22709,Prusa Research Original Prusa i3 MK3,2,Generic Standard ABS,ABS/PLA,200,17.88
55061,M3D - The Micro,2,Generic Standard ABS,ABS/PLA,300,17.88
3dprints,Ultimaker 2,4,Generic Standard ABS,ABS/PLA,200,17.88
3dprints,BCN3D SIGMA,4,Generic Standard ABS,ABS/PLA,200,17.88
fish,Ultimaker 2 Extended,3,Generic Standard ABS,ABS/PLA,50,17.88
22709,Prusa Research Original Prusa i3 MK3,2,Generic Standard PETG,PET,250,17.88
fish,Ultimaker 2 Extended,3,Generic Standard PETG,PET,50,17.88
fish,Ultimaker 2 Extended,3,Ninjatek Ninjaflex,TPE,50,17.88
ara3d,AW3D AXIOM,2,Generic Standard PLA,ABS/PLA,400,17.89
ara3d,Lulzbot Taz 6,1,Generic Standard ABS,ABS/PLA,400,17.89
ara3d,Lulzbot Taz 6,1,Generic Standard PLA,ABS/PLA,400,17.89
45865,Printrbot Simple Metal,4,Generic Standard PLA,ABS/PLA,100,17.9
forged,FlashForge Creator Pro,1,Generic Standard PLA,ABS/PLA,100,17.9
forged,Rostock MAX V2,2,Generic Standard PLA,ABS/PLA,100,17.9
OMSLICE3D,Original Prusa i3 MK2,1,Generic Standard ABS,ABS/PLA,100,17.9
214197,Creality CR-10,1,Generic Carbon filled ABS,ABS/PLA Filled,150,17.9
214197,Creality CR-10,1,Generic Standard ASA,ASA,150,17.9
forged,FlashForge Creator Pro,1,Taulman Alloy 910,Nylon,300,17.9
forged,Rostock MAX V2,2,Taulman Alloy 910,Nylon,300,17.9
214197,Creality CR-10,1,Generic Polycarbonate (PC),PC,150,17.9
forged,FlashForge Creator Pro,1,Polymaker PC-Max,PC,300,17.9
5682,Ultimaker Original Plus,4,Generic Standard ABS,ABS/PLA,150,17.91
102751,Ultimaker Original Plus,4,Generic Standard ABS,ABS/PLA,100,17.91
131428,Wanhao Duplicator i3,1,Generic Standard PLA,ABS/PLA,150,17.91
195935,Original Prusa i3 MK2,2,Generic Standard PETG,PET,200,17.91
100033,FlashForge Creator,2,Generic Standard PLA,ABS/PLA,300,17.92
100033,FlashForge Creator X,2,Generic Standard PLA,ABS/PLA,300,17.92
199989,Prusa Steel,2,Generic Standard ABS,ABS/PLA,300,17.92
199989,Prusa Steel,2,Generic High-Impact Polystyrene (HIPS),ASA,300,17.92
106696,UP Plus 2,2,Generic Standard PLA,ABS/PLA,200,17.93
106696,UP Plus 2,2,Generic Standard ABS,ABS/PLA,300,17.93
andreas,Stacker S2,2,ColorFabb nGen,ABS/PLA,100,17.93
andreas,Velleman K8400,2,ColorFabb woodFill,ABS/PLA Filled,100,17.93
admg,Makerbot Replicator 2,2,Generic Standard PLA,ABS/PLA,100,17.94
admg,MakerBot Replicator Z18,1,Generic Standard PLA,ABS/PLA,100,17.94
admg,Makerbot Replicator 2,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.94
177071,Ultimaker 2+,1,Generic Standard PLA,ABS/PLA,60,17.95
180130,Original Prusa i3 MK2,2,ColorFabb nGen,ABS/PLA,100,17.95
223859,Original Prusa i3 MK2S,1,Generic Standard ABS,ABS/PLA,100,17.95
isotope,Prusa i3,1,ColorFabb _HT,ABS/PLA,200,17.95
129235,Ultimaker 2+,2,ColorFabb woodFill,ABS/PLA Filled,50,17.95
177071,Ultimaker 2+,1,ColorFabb PLA/PHA,ABS/PLA Filled,100,17.95
177071,Ultimaker 2+,1,Generic Standard PETG,PET,150,17.95
itandmore,Raise3D N1,2,Generic Standard PLA,ABS/PLA,250,17.96
itandmore,Raise3D N1,2,Generic Standard ABS,ABS/PLA,250,17.96
itandmore,Raise3D N1,2,Generic Standard ASA,ASA,250,17.96
197194,P902,3,Generic Standard PLA,ABS/PLA,300,17.97
adastra3d,Prusa i3,1,Generic Standard PLA,ABS/PLA,200,17.97
31693,Original Prusa i3 MK2S,3,eSUN PLA+,ABS/PLA Filled,400,17.97
142024,LulzBot Mini,3,Generic Standard PETG,PET,150,17.97
37370,ATOM 2.0,4,Generic TPE,TPE,200,17.97
181190,Lulzbot Taz 6,1,Generic Standard ABS,ABS/PLA,60,17.98
181190,Lulzbot Taz 6,1,Generic Standard PLA,ABS/PLA,60,17.98
Protoprynt,Printrbot V2 GO Large,6,Generic Standard PLA,ABS/PLA,150,17.98
twentythree2,Flashforge Inventor ,2,Generic Standard ABS,ABS/PLA,100,17.99
twentythree2,Flashforge Inventor ,2,Generic Standard ABS,ABS/PLA,100,17.99
21155,UP Plus 2,2,Generic Standard ABS,ABS/PLA,200,18
64597,Cubicon Single Plus,1,Generic Standard ABS,ABS/PLA,100,18
96517,Makergear M2,2,ColorFabb _HT,ABS/PLA,250,18
96517,Creality CR-10,2,ColorFabb _HT,ABS/PLA,250,18
116289,Prusa i3,1,Generic Standard PLA,ABS/PLA,100,18
210472,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,100,18
226551,Mass Portal - Delta,3,Generic Standard ABS,ABS/PLA,100,18
226551,Mass Portal - Delta,3,Generic Standard PLA,ABS/PLA,100,18
229536,Malyan M200,1,Generic Standard PLA,ABS/PLA,200,18
229536,Malyan M200,1,Generic Standard PLA,ABS/PLA,200,18
immersive-boardgames,Ultimaker 3 Extended,3,Generic Standard ABS,ABS/PLA,150,18
immersive-boardgames,Original Prusa i3 MK2S,5,Generic Standard ABS,ABS/PLA,150,18
itandmore,Raise3D N1,2,Makerbot Tough PLA,ABS/PLA,250,18
96517,Makergear M2,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,18
96517,Creality CR-10,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,18
belred3d,Prusa i3,2,Generic Woodfill PLA,ABS/PLA Filled,100,18
immersive-boardgames,Ultimaker 3 Extended,3,ColorFabb bronzeFill,ABS/PLA Filled,200,18
immersive-boardgames,Ultimaker 3 Extended,3,ColorFabb XT,ABS/PLA Filled,150,18
immersive-boardgames,Original Prusa i3 MK2S,5,ColorFabb bronzeFill,ABS/PLA Filled,200,18
immersive-boardgames,Original Prusa i3 MK2S,5,ColorFabb XT,ABS/PLA Filled,150,18
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,ColorFabb bronzeFill,ABS/PLA Filled,200,18
64597,Cubicon Single Plus,1,Generic Standard PETG,PET,100,18
67062,Original Prusa i3 MK2S,5,Generic Standard PETG,PET,50,18
200985,RoBo 3D R1,4,Generic Standard PETG,PET,300,18
immersive-boardgames,Ultimaker 3 Extended,3,Generic Standard PETG,PET,150,18
immersive-boardgames,Original Prusa i3 MK2S,5,Generic Standard PETG,PET,150,18
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,Generic Standard PETG,PET,150,18
itandmore,Raise3D N1,2,Generic Standard PETG,PET,250,18
224782,Original Prusa i3 MK2,3,Generic Standard ABS,ABS/PLA,50,18.01
carrot-projects,Zortrax M200,2,Zortrax Z-Ultrat,ABS/PLA,200,18.01
37928,Raise3D N2 Plus,2,Polymaker Polymax PLA,ABS/PLA Filled,100,18.01
carrot-projects,Zortrax M200,2,Zortrax Z-ABS,ABS/PLA Filled,100,18.01
224215,Zortrax M200,1,Zortrax Z-ASA Pro,ASA,200,18.01
37928,Raise3D N2 Plus,2,Generic Standard Nylon,Nylon,200,18.01
224215,Zortrax M200,1,Zortrax Z-PCABS,PC,200,18.01
224215,Zortrax M200,1,Zortrax Z-ESD,PET,200,18.01
Kapiti3d,UP Plus 2,1,eSUN ABS+,ABS/PLA Filled,200,18.02
Kapiti3d,UP Plus 2,1,eSUN ABS+,ABS/PLA Filled,150,18.02
217781,Felix 3.0,3,Generic Standard PETG,PET,200,18.02
217781,Felix 3.0,3,Generic Standard PETG,PET,250,18.02
217781,Felix 3.0,3,Generic Standard PETG,PET,150,18.02
217781,Felix 3.0,3,Generic Standard PETG,PET,50,18.02
217781,Felix 3.0,3,Generic Standard PETG,PET,100,18.02
itandmore,Raise3D N1,2,ColorFabb copperFill,ABS/PLA Filled,250,18.03
itandmore,Raise3D N1,2,Generic Standard Nylon,Nylon,250,18.03
Protoprynt,Printrbot V2 GO Large,6,Generic Woodfill PLA,ABS/PLA Filled,500,18.06
hdlabs,CEL Robox,2,Taulman Nylon 618,Nylon,200,18.06
hdlabs,CEL Robox,2,Taulman Nylon 645,Nylon,200,18.06
isotope,Prusa i3,1,Taulman Alloy 910,Nylon,200,18.06
181206,Ultimaker 2+ Extended,1,Generic Standard PETG,PET,100,18.06
230471,Wanhao Duplicator i3 V2,3,Generic Standard PLA,ABS/PLA,250,18.07
edward,UP Mini,2,Generic Standard ABS,ABS/PLA,200,18.07
Serpentes,Cetus Extended,2,Generic Standard PLA,ABS/PLA,200,18.07
FMG3D,RoBo 3D R1,2,ColorFabb woodFill,ABS/PLA Filled,150,18.07
Velocity3D,Original Prusa i3 MK2,3,Generic Standard PETG,PET,100,18.08
38655,i3 HomeMade,2,Generic Standard PLA,ABS/PLA,50,18.09
andreas,Stacker S2,2,Generic Standard PETG,PET,100,18.09
133957,Prusa i3,2,Generic Standard ABS,ABS/PLA,300,18.1
133957,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,300,18.1
217111,RepRap,2,Generic Standard PLA,ABS/PLA,100,18.1
hdlabs,CEL Robox,2,Generic Standard PLA,ABS/PLA,100,18.1
hdlabs,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,18.1
133007,Zortrax M200,2,Generic Standard ABS,ABS/PLA,150,18.12
crazylama,Rapide Lite 200XL,2,Makergeek Raptor PLA,ABS/PLA Filled,200,18.12
6634,FlashForge Creator Pro,2,Generic Standard PLA,ABS/PLA,300,18.14
169998,Original Prusa i3 MK2,4,Generic Carbon filled PETG,PET,150,18.14
4627,Makerbot Replicator 2,2,Generic Standard PLA,ABS/PLA,200,18.15
4627,Printrbot Simple Metal,2,Generic Standard PLA,ABS/PLA,200,18.15
4627,Makerbot Replicator 2,2,Generic Standard PLA,ABS/PLA,200,18.15
18725,Raise3D N2 Plus,2,Generic Standard PLA,ABS/PLA,400,18.15
25823,Ultimaker 2+,3,ColorFabb nGen,ABS/PLA,100,18.15
25823,Ultimaker 2+,3,ColorFabb nGen,ABS/PLA,200,18.15
25823,Ultimaker 2+,3,ColorFabb nGen,ABS/PLA,300,18.15
25823,Ultimaker Original Plus,4,Generic Standard PLA,ABS/PLA,100,18.15
25823,Ultimaker Original Plus,4,Generic Standard PLA,ABS/PLA,200,18.15
25823,Lulzbot Taz 6,4,ColorFabb nGen,ABS/PLA,150,18.15
25823,Lulzbot Taz 6,4,ColorFabb nGen,ABS/PLA,200,18.15
25823,Lulzbot Taz 6,4,ColorFabb nGen,ABS/PLA,300,18.15
27585,Ultimaker 2+ Extended,5,Generic Standard PLA,ABS/PLA,100,18.15
38173,ANET 3D - A8,2,Generic Standard PLA,ABS/PLA,200,18.15
45932,Ultimaker 3,2,Generic Standard PLA,ABS/PLA,100,18.15
49088,Wanhao Duplicator i3 V2,2,Generic Standard PLA,ABS/PLA,100,18.15
50029,Snapmaker 3-in-1 3D printer,2,Generic Standard PLA,ABS/PLA,100,18.15
59780,Kodama Trinus,2,Generic Standard ABS,ABS/PLA,200,18.15
94403,Hello Bee Prusa,4,Generic Standard PLA,ABS/PLA,50,18.15
98462,Ultimaker 2,4,Generic Standard PLA,ABS/PLA,200,18.15
98462,Raise3D N1,2,Generic Standard PLA,ABS/PLA,200,18.15
98462,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,150,18.15
103645,Wanhao Duplicator 4S,3,Generic Standard PLA,ABS/PLA,200,18.15
134331,CEL Robox,4,Generic Standard ABS,ABS/PLA,100,18.15
134331,CEL Robox,4,ColorFabb _HT,ABS/PLA,100,18.15
