supplier ID,printer,order completion time,material,category,resolution,Price (USD)
134331,CEL Robox,4,Generic Standard PLA,ABS/PLA,100,18.15
142024,LulzBot Mini,3,Generic Standard ABS,ABS/PLA,250,18.15
166813,Wanhao Duplicator i3,3,Generic Standard PLA,ABS/PLA,100,18.15
170974,Wanhao Duplicator i3 V2,1,Generic Standard ABS,ABS/PLA,100,18.15
171531,Creality Ender 2,2,ColorFabb nGen,ABS/PLA,200,18.15
173719,Prusa i3,4,Generic Standard PLA,ABS/PLA,300,18.15
178060,FlashForge Dreamer,2,Generic Standard PLA,ABS/PLA,100,18.15
187135,Da Vinci 2.0A duo ,2,Generic Standard ABS,ABS/PLA,100,18.15
200900,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,100,18.15
204618,ANET 3D - A8,5,3D Fuel Advanced PLA,ABS/PLA,100,18.15
209145,Creality CR-7,1,Generic Standard PLA,ABS/PLA,250,18.15
225976,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,18.15
228084,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,100,18.15
3dbits,Kossel XL,2,Generic Standard PLA,ABS/PLA,200,18.15
3DFilaPrint,Ultimaker 2,3,3D Fuel Advanced PLA,ABS/PLA,200,18.15
3dprintworld,Ultimaker 3,4,Generic Standard PLA,ABS/PLA,200,18.15
3dprintworld,CraftBot XL,4,Generic Standard PLA,ABS/PLA,300,18.15
bath-3d-printing,CraftBot,1,Generic Standard PLA,ABS/PLA,100,18.15
bhivelabs,Lulzbot Taz 5,2,Generic Standard ABS,ABS/PLA,200,18.15
bristol3dprint,Ultimaker 2,1,Generic Standard PLA,ABS/PLA,100,18.15
chunkysteveo,Prusa Steel,7,rigid.ink PLA,ABS/PLA,150,18.15
designedby36,Original Prusa i3 MK2S,2,Zortrax Z-Ultrat,ABS/PLA,100,18.15
designedby36,Original Prusa i3 MK2S,2,Generic Standard ABS,ABS/PLA,200,18.15
designedby36,Wanhao Duplicator i3 PLUS,2,Generic Standard ABS,ABS/PLA,200,18.15
krikey,Creality CR-10,2,Generic Standard PLA,ABS/PLA,100,18.15
reprap-ltd,Fisher Delta 1.0,2,Generic Standard PLA,ABS/PLA,300,18.15
reprap-ltd,Ultimaker 3 Extended,2,Generic Standard PLA,ABS/PLA,200,18.15
robox,CEL Robox,2,Formfutura TitanX,ABS/PLA,100,18.15
sledzuk,FB2020,2,Generic Standard ABS,ABS/PLA,100,18.15
4627,Makerbot Replicator 2,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,18.15
34111,Ultimaker 2,4,ColorFabb woodFill,ABS/PLA Filled,100,18.15
103984,Zortrax M200,5,Zortrax Z-ABS,ABS/PLA Filled,300,18.15
204618,Creality CR-10,2,eSUN PLA,ABS/PLA Filled,100,18.15
206591,Original Prusa i3 MK2S,3,ColorFabb XT-CF20 carbon,ABS/PLA Filled,200,18.15
209145,Afinibot A31,2,Generic Woodfill PLA,ABS/PLA Filled,300,18.15
209724,Raise3D N2,2,Polymaker Conductive Graphene,ABS/PLA Filled,100,18.15
228084,Original Prusa i3 MK2,2,ColorFabb XT,ABS/PLA Filled,100,18.15
3DFilaPrint,Ultimaker 2,3,Fillamentum PLA Extrafill,ABS/PLA Filled,200,18.15
3DFilaPrint,Ultimaker 2,3,Fillamentum ABS Extrafill,ABS/PLA Filled,100,18.15
chunkysteveo,Prusa Steel,7,Fillamentum PLA Extrafill,ABS/PLA Filled,150,18.15
sledzuk,Other Delta (min Ø30 cm X 40 cm),2,ColorFabb PLA/PHA,ABS/PLA Filled,100,18.15
134331,UP Box,3,Generic Standard ASA,ASA,100,18.15
142024,LulzBot Mini,3,Generic High-Impact Polystyrene (HIPS),ASA,250,18.15
designedby36,Original Prusa i3 MK2S,2,Generic Standard ASA,ASA,200,18.15
designedby36,Wanhao Duplicator i3 PLUS,2,Generic Standard ASA,ASA,200,18.15
midlands3d,Zortrax M200,1,Zortrax Z-HIPS,ASA,150,18.15
142024,LulzBot Mini,3,Taulman Bridge Nylon,Nylon,250,18.15
robox,CEL Robox,2,Generic Standard Nylon,Nylon,300,18.15
170974,Original Prusa i3 MK2,1,Polymaker PC-Max,PC,200,18.15
3DFilaPrint,Ultimaker 2,3,3DXTech 3DXSTAT ESD-safe PC,PC,200,18.15
ozoid,Lulzbot Taz 6,3,Generic Polycarbonate (PC),PC,250,18.15
robox,CEL Robox,2,Polymaker PC-Plus,PC,200,18.15
robox,CEL Robox,2,Polymaker PC-Max,PC,300,18.15
94968,Tronxy X5S,3,Generic Standard PETG,PET,100,18.15
98462,Original Prusa i3 MK2S,2,Formfutura HDglass,PET,150,18.15
134331,UP Box,3,Generic Standard PETG,PET,100,18.15
134331,UP Box,3,Generic PMMA,PET,100,18.15
171531,Creality Ender 2,2,eSUN PETG,PET,200,18.15
3DFilaPrint,Ultimaker 2,3,3DXTech 3DXSTAT ESD-safe PETG,PET,200,18.15
bath-3d-printing,Creality CR-10 S5,1,Generic Standard PETG,PET,200,18.15
ozoid,Lulzbot Taz 6,3,Formfutura HDglass,PET,250,18.15
robox,CEL Robox,2,Formfutura HDglass,PET,100,18.15
sledzuk,Other Delta (min Ø30 cm X 40 cm),2,Generic Standard PETG,PET,100,18.15
spannerhands,Original Prusa i3 MK2,2,Generic Standard PETG,PET,150,18.15
178060,Prusa i3,4,Generic TPU,TPE,200,18.15
178060,Prusa i3,2,Generic TPU,TPE,200,18.15
3DFilaPrint,Ultimaker 2,3,Ninjatek Cheetah,TPE,200,18.15
Bham,Prusa Research Original Prusa i3 MK3,2,Generic TPU,TPE,200,18.15
ozoid,Lulzbot Taz 6,3,Generic TPU,TPE,250,18.15
16812,Mendelmax 3,3,Generic Standard PLA,ABS/PLA,50,18.16
90352,Kossel Mini,1,Generic Standard PLA,ABS/PLA,100,18.16
225829,Wanhao Duplicator D5s,1,Generic Standard PLA,ABS/PLA,100,18.16
dvdalfa,Ultimaker 2+ Extended,1,ColorFabb woodFill,ABS/PLA Filled,200,18.16
hdlabs,CEL Robox,2,Generic PMMA,PET,300,18.16
acoustic-avenue,Nvwa Plus Professional,1,Generic Woodfill PLA,ABS/PLA Filled,100,18.17
acoustic-avenue,Tevo Black Widow,1,Generic Woodfill PLA,ABS/PLA Filled,100,18.17
6027,Up Mini 2,1,Generic Standard ABS,ABS/PLA,150,18.18
14073,CEL Robox,2,Generic Standard ABS,ABS/PLA,100,18.18
14073,Ultimaker 2+ Extended,2,Generic Standard ABS,ABS/PLA,100,18.18
18127,Prusa i3,3,Generic Standard ABS,ABS/PLA,300,18.18
19133,Tevo Little Monster,2,Generic Standard ABS,ABS/PLA,200,18.18
19133,Tevo Little Monster,2,Stratasys ABSplus,ABS/PLA,200,18.18
19133,Tevo Little Monster,2,Generic Standard PLA,ABS/PLA,200,18.18
22218,Ultimaker 2,1,Generic Standard PLA,ABS/PLA,300,18.18
22218,Ultimaker 2,1,Generic Standard ABS,ABS/PLA,300,18.18
22218,Felix 3.0,3,Generic Standard PLA,ABS/PLA,300,18.18
25535,Makerbot Replicator 2x,2,Generic Standard ABS,ABS/PLA,200,18.18
32560,Araknia Prusa i3,2,Generic Standard ABS,ABS/PLA,100,18.18
60001,Prusa i3 Hephestos,1,Generic Standard PLA,ABS/PLA,100,18.18
60001,Prusa i3 Hephestos,1,Generic Standard ABS,ABS/PLA,100,18.18
60001,Prusa i3 Hephestos,1,Generic Standard ABS,ABS/PLA,100,18.18
60001,Prusa i3 Hephestos,1,Generic Standard PLA,ABS/PLA,100,18.18
70597,Sharebot NG,2,Generic Standard PLA,ABS/PLA,100,18.18
71377,Creality CR-10,2,Generic Standard PLA,ABS/PLA,200,18.18
76875,Prusa Research Original Prusa i3 MK3,5,Generic Standard ABS,ABS/PLA,200,18.18
84644,Other FDM,2,Generic Standard ABS,ABS/PLA,100,18.18
84644,Other FDM,2,Generic Standard PLA,ABS/PLA,100,18.18
90232,Ultimaker Original Plus,2,ColorFabb nGen,ABS/PLA,100,18.18
96789,Ultimaker 2 Extended,1,Generic Standard PLA,ABS/PLA,200,18.18
99487,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,250,18.18
104911,BigBox Pro,3,Generic Standard PLA,ABS/PLA,100,18.18
104911,BigBox Pro,3,ColorFabb nGen,ABS/PLA,100,18.18
107176,Prusa i3,2,Generic Standard ABS,ABS/PLA,300,18.18
112621,BCN3D+,2,Generic Standard PLA,ABS/PLA,300,18.18
129388,ATOM 2.0,2,Generic Standard PLA,ABS/PLA,250,18.18
129853,MakerBot Replicator Z18,2,Generic Standard PLA,ABS/PLA,25,18.18
132649,Creality CR-10,2,Generic Standard PLA,ABS/PLA,400,18.18
134965,Ultimaker 2,7,Generic Standard PLA,ABS/PLA,200,18.18
142955,CraftBot PLUS,2,Generic Standard PLA,ABS/PLA,100,18.18
142955,Dremel 3D Idea Builder,2,Generic Standard PLA,ABS/PLA,100,18.18
150554,Ultimaker 2+,2,Innofil Pro1,ABS/PLA,200,18.18
153070,Sharebot 42,3,Generic Standard PLA,ABS/PLA,200,18.18
166731,Raise3D N2 Plus,2,Generic Standard PLA,ABS/PLA,200,18.18
166731,CraftBot XL,2,Generic Standard PLA,ABS/PLA,200,18.18
166731,CraftBot XL,2,Generic Standard ABS,ABS/PLA,200,18.18
172082,Multec Multirap M420,2,Generic Standard ABS,ABS/PLA,200,18.18
172082,Multec Multirap M420,2,Generic Standard PLA,ABS/PLA,100,18.18
176766,Core XY printer,3,Generic Standard PLA,ABS/PLA,100,18.18
176766,Core XY printer,3,Generic Standard ABS,ABS/PLA,100,18.18
178581,Wanhao Duplicator 6,2,Generic Standard ABS,ABS/PLA,200,18.18
181714,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,200,18.18
188685,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,150,18.18
207819,Hephestos 2,2,Generic Standard PLA,ABS/PLA,200,18.18
211550,Ultimaker 3,5,Generic Standard PLA,ABS/PLA,200,18.18
211550,Ultimaker 3,5,Generic Standard ABS,ABS/PLA,200,18.18
211652,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,300,18.18
212768,Ultimaker 3 Extended,3,Generic Standard ABS,ABS/PLA,200,18.18
212768,Ultimaker 3 Extended,3,Generic Standard PLA,ABS/PLA,200,18.18
218224,Geeetech I3 pro B,4,Generic Standard ABS,ABS/PLA,100,18.18
218224,Geeetech I3 pro B,4,Generic Standard PLA,ABS/PLA,100,18.18
221300,Prusa i3,1,Generic Standard PLA,ABS/PLA,200,18.18
227838,Velleman K8400,2,Generic Standard ABS,ABS/PLA,20,18.18
227838,Velleman K8400,2,Generic Standard PLA,ABS/PLA,20,18.18
3denmeer,CEL Robox,2,Generic Standard ABS,ABS/PLA,100,18.18
3denmeer,CEL Robox,2,Generic Standard PLA,ABS/PLA,100,18.18
3dwebstore,Ultimaker 2,7,Generic Standard ABS,ABS/PLA,100,18.18
eluxart,Ultimaker 2+ Extended,1,Generic Standard ABS,ABS/PLA,150,18.18
eluxart,Ultimaker 2+ Extended,1,Generic Standard PLA,ABS/PLA,150,18.18
get3d,Prusa i3 Hephestos (Custom),1,Generic Standard PLA,ABS/PLA,100,18.18
get3d,CraftBot PLUS,2,Generic Standard PLA,ABS/PLA,150,18.18
jeroenvanzijp,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,100,18.18
jt3d,Ultimaker 2,3,Generic Standard PLA,ABS/PLA,150,18.18
loulakis,Prusa i3 Hephestos (Custom),5,Generic Standard PLA,ABS/PLA,200,18.18
marcel,Ultimaker 2+,1,ColorFabb nGen,ABS/PLA,150,18.18
marcel,Prusa Research Original Prusa i3 MK3,1,ColorFabb nGen,ABS/PLA,150,18.18
phil,LulzBot Mini,2,Generic Standard ABS,ABS/PLA,200,18.18
14073,CEL Robox,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,18.18
14073,Ultimaker 2+ Extended,2,ColorFabb PLA/PHA,ABS/PLA Filled,100,18.18
22218,Ultimaker 2,1,Generic Woodfill PLA,ABS/PLA Filled,300,18.18
22777,Ultimaker 2,2,ColorFabb woodFill,ABS/PLA Filled,200,18.18
35586,Zortrax M200,4,eSUN ABS+,ABS/PLA Filled,150,18.18
35586,Zortrax M200,4,Zortrax Z-ABS,ABS/PLA Filled,200,18.18
35586,ZYYX+,6,Polymaker Polyplus PLA,ABS/PLA Filled,200,18.18
35586,Raise3D N2 Plus,5,Polymaker Polyplus PLA,ABS/PLA Filled,150,18.18
37156,miniFactory,5,ColorFabb Glowfill,ABS/PLA Filled,150,18.18
37156,miniFactory,5,ColorFabb Glowfill,ABS/PLA Filled,200,18.18
102732,Ultimaker 2 Extended,1,Formfutura EasyWood,ABS/PLA Filled,100,18.18
109265,Prusa i3,2,Formfutura EasyWood,ABS/PLA Filled,200,18.18
207819,Zortrax M200,2,Zortrax Z-ABS,ABS/PLA Filled,200,18.18
211550,Ultimaker 3,5,ColorFabb bronzeFill,ABS/PLA Filled,200,18.18
211550,Ultimaker 3,5,ColorFabb copperFill,ABS/PLA Filled,200,18.18
211550,Ultimaker 3,5,ColorFabb steelFill,ABS/PLA Filled,200,18.18
211550,Ultimaker 3,5,ColorFabb woodFill,ABS/PLA Filled,200,18.18
213478,Zortrax M200,4,Zortrax Z-ABS,ABS/PLA Filled,200,18.18
217943,Original Prusa i3 MK2,2,Fillamentum PLA Extrafill,ABS/PLA Filled,200,18.18
dolpin,BigBox Pro,5,ColorFabb XT,ABS/PLA Filled,200,18.18
get3d,Zortrax M200,1,Zortrax Z-ABS,ABS/PLA Filled,150,18.18
get3d,Prusa i3 Hephestos (Custom),1,ColorFabb woodFill,ABS/PLA Filled,200,18.18
85762,3NTR A4,3,Generic Standard ASA,ASA,200,18.18
166731,Raise3D N2 Plus,2,Generic Standard ASA,ASA,200,18.18
166731,CraftBot XL,2,Generic Standard ASA,ASA,150,18.18
218009,Black Widow,1,Generic High-Impact Polystyrene (HIPS),ASA,250,18.18
5616,Raise3D N2 Plus,1,BioFila Silk,Biofilaments,200,18.18
134739,Original Prusa i3 MK2,2,BioFila plaTec,Biofilaments,300,18.18
markmicallef,Prusa i3,4,Taulman Nylon 618,Nylon,200,18.18
PFactory3D,Prusa i3 Hephestos,2,Taulman Alloy 910,Nylon,200,18.18
1283,HyperCube,2,Generic Standard PETG,PET,200,18.18
5616,Raise3D N2 Plus,1,Generic Standard PETG,PET,200,18.18
9083,Cetus,4,Generic Standard PETG,PET,200,18.18
85762,3NTR A4,3,Generic Standard PETG,PET,200,18.18
90232,Ultimaker Original Plus,2,Formfutura HDglass,PET,100,18.18
99487,Original Prusa i3 MK2S,2,Generic Standard PETG,PET,250,18.18
150495,KnutPlot_V6,2,Generic Standard PETG,PET,300,18.18
166731,Raise3D N2 Plus,2,Generic Standard PETG,PET,200,18.18
166731,CraftBot XL,2,Generic Standard PETG,PET,150,18.18
212768,Ultimaker 3 Extended,3,Generic Standard PETG,PET,200,18.18
218224,Geeetech I3 pro B,4,Generic Standard PETG,PET,100,18.18
229615,Original Prusa i3 MK2S,2,eSUN PETG,PET,300,18.18
3denmeer,CEL Robox,2,Generic Standard PETG,PET,100,18.18
onkel-tom,Ultimaker 2+,1,Formfutura HDglass,PET,100,18.18
10265,Witbox 2,2,Recreus FilaFlex,TPE,200,18.18
61472,Prusa i3,2,Generic Standard PLA,ABS/PLA,50,18.2
177078,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,100,18.2
3dprintingguy,Makerbot Replicator 2,1,Generic Standard PLA,ABS/PLA,200,18.2
Barrett3D,Wanhao Duplicator i3,2,Generic Standard PLA,ABS/PLA,200,18.2
hdlabs,CEL Robox,2,ColorFabb _HT,ABS/PLA,200,18.2
laughingmonkeylabs,SeeMeCNC - Rostock MAX V3,3,Generic Standard PLA,ABS/PLA,300,18.2
15586,Lulzbot Taz 6,1,ColorFabb bronzeFill,ABS/PLA Filled,200,18.2
216784,Lulzbot Taz 5,2,Polymaker Polymax PLA,ABS/PLA Filled,100,18.2
tnowicki,"Prusa i3v 8""",3,Generic Woodfill PLA,ABS/PLA Filled,150,18.2
220636,Monoprice MP Select Mini,2,Generic Standard PETG,PET,300,18.2
laughingmonkeylabs,Formbot T-Rex 2,4,Generic Standard PETG,PET,200,18.2
13879,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,150,18.21
97182,Airwolf HD2x,2,Generic Standard ABS,ABS/PLA,300,18.22
214470,Zortrax M200,1,Zortrax Z-Ultrat,ABS/PLA,100,18.23
enziolette,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,100,18.23
PepCo,Original Prusa i3 MK2,1,Generic Standard ABS,ABS/PLA,200,18.24
228225,Original Prusa i3 MK2,1,Generic Standard ABS,ABS/PLA,100,18.25
228225,Original Prusa i3 MK2,1,Generic Standard PLA,ABS/PLA,100,18.25
itandmore,Raise3D N1,2,Generic Woodfill PLA,ABS/PLA Filled,250,18.25
itandmore,Raise3D N1,2,Generic Polypropylene (PP),ASA,250,18.25
149075,Core XY printer,3,Generic Standard PETG,PET,200,18.25
166682,Zortrax M200,3,Zortrax Z-Ultrat,ABS/PLA,200,18.26
3dprintinuk,Kossel XL,4,Formfutura EasyWood,ABS/PLA Filled,200,18.26
SchmidtEngineering,"Prusa i3v 10""",1,Generic Standard PETG,PET,200,18.26
131428,Wanhao Duplicator i3,1,Generic Standard PLA,ABS/PLA,100,18.28
131428,Wanhao Duplicator i3,1,Generic Standard ABS,ABS/PLA,100,18.28
219072,Wanhao Duplicator i3 V2,2,Generic Standard PLA,ABS/PLA,150,18.28
219624,Creality Ender-4,2,Generic Standard PLA,ABS/PLA,50,18.28
ara3d,UP Box,1,Generic Standard PLA,ABS/PLA,200,18.28
ara3d,UP Box,1,Generic Standard ABS,ABS/PLA,200,18.28
13230,RepRap,5,Generic Standard PLA,ABS/PLA,300,18.3
71377,Ultimaker 3,2,Generic Standard PLA,ABS/PLA,150,18.3
129388,ATOM 2.0,2,Generic Standard PLA,ABS/PLA,125,18.3
129811,Prusa i3 Hephestos,3,Generic Standard PLA,ABS/PLA,150,18.3
149934,Prusa i3,2,Generic Standard PLA,ABS/PLA,150,18.3
149934,Prusa i3,2,Generic Standard ABS,ABS/PLA,200,18.3
175612,Da Vinci 1.0 PRO,1,Generic Standard PLA,ABS/PLA,150,18.3
175612,Da Vinci 1.0 PRO,1,Generic Standard ABS,ABS/PLA,150,18.3
203045,Original Prusa i3 MK2,5,Generic Standard PLA,ABS/PLA,50,18.3
216501,Prusa Research Original Prusa i3 MK3,1,Generic Standard PLA,ABS/PLA,150,18.3
elias,Ultimaker 2,3,Generic Standard PLA,ABS/PLA,75,18.3
makertree3d,UP Box,3,Generic Standard ABS,ABS/PLA,200,18.3
Print3rGarage,RoBo 3D R1,2,Generic Standard ABS,ABS/PLA,300,18.3
SchmidtEngineering,Folger Tech FT-5,1,Generic Standard PLA,ABS/PLA,150,18.3
tecboylabs,MakerBot Replicator Z18,2,Generic Standard PLA,ABS/PLA,200,18.3
216501,Prusa Research Original Prusa i3 MK3,1,Formfutura FlexFil,Biofilaments,200,18.3
55629,Mankati Fullscale XT Plus,4,Generic Standard Nylon,Nylon,100,18.3
100868,Anycubic Kossel,2,Generic Standard PETG,PET,100,18.3
brhsu,Ultimaker 2,2,Generic Standard PETG,PET,100,18.3
CTGreybeard,Original Prusa i3 MK2,2,MadeSolid PET+,PET,300,18.3
CTGreybeard,Original Prusa i3 MK2,2,eSUN PETG,PET,200,18.3
228104,Original Prusa i3 MK2,2,Generic TPE,TPE,150,18.3
15147,BCN3D SIGMA,3,Generic Standard PLA,ABS/PLA,200,18.31
113263,Wombot Modus,4,Generic Standard PLA,ABS/PLA,300,18.31
113263,Flashforge Guider 2,4,Generic Standard PLA,ABS/PLA,300,18.31
113263,Flashforge Inventor ,4,Generic Standard PLA,ABS/PLA,300,18.31
113263,Wombot Exilis XL,4,Generic Standard PLA,ABS/PLA,300,18.31
216049,FlashForge Guider,5,Generic Standard PLA,ABS/PLA,175,18.31
219418,Tevo Tarantula,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,18.31
58900,LulzBot Mini,1,Ninjatek Ninjaflex,TPE,300,18.31
immersive-boardgames,Ultimaker 3 Extended,3,Generic PVA,ASA,200,18.32
immersive-boardgames,Ultimaker 3 Extended,3,ColorFabb bambooFill,Biofilaments,200,18.32
immersive-boardgames,Original Prusa i3 MK2S,5,ColorFabb bambooFill,Biofilaments,200,18.32
immersive-boardgames,Prusa Research Original Prusa i3 MK3,4,ColorFabb bambooFill,Biofilaments,200,18.32
5215,UP Box+,2,Generic Standard ABS,ABS/PLA,200,18.34
103645,Wanhao Duplicator 4S,3,Generic Standard ABS,ABS/PLA,200,18.34
208805,FlashForge Creator Pro,2,Generic Standard ABS,ABS/PLA,150,18.34
199905,ANET 3D - A8,4,Generic Standard PLA,ABS/PLA,250,18.35
onkel-tom,Ultimaker 2+,1,Generic Standard PLA,ABS/PLA,100,18.35
UA3DPrinting,Raise3D N2,1,Polymaker Polymax PLA,ABS/PLA Filled,200,18.35
UA3DPrinting,Raise3D N2 Plus,2,Polymaker Polymax PLA,ABS/PLA Filled,200,18.35
198713,KLD-1260,2,Generic Standard resin,Resin,100,18.35
31693,Lulzbot Taz 5,2,eSUN PLA+,ABS/PLA Filled,500,18.36
31693,Lulzbot Taz 5,2,Fillamentum PLA Extrafill,ABS/PLA Filled,500,18.36
76167,Ultimaker 2,3,Generic Standard PLA,ABS/PLA,200,18.37
3dworks,Machina Mk2 X20,2,Generic Standard PLA,ABS/PLA,200,18.37
53758,Ultimaker 2 Extended,2,Generic Standard ABS,ABS/PLA,200,18.38
hdlabs,CEL Robox,2,Generic Standard ABS,ABS/PLA,100,18.38
PascalCreation,Dremel 3D Idea Builder,2,Generic Standard PLA,ABS/PLA,150,18.38
197024,Zortrax M200,2,Generic Standard ABS,ABS/PLA,200,18.39
197024,Zortrax M200,2,Generic High-Impact Polystyrene (HIPS),ASA,200,18.39
14873,Zortrax M200,2,Generic Standard ABS,ABS/PLA,200,18.4
31804,Zortrax M200,1,Zortrax Z-Ultrat,ABS/PLA,200,18.4
45308,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,50,18.4
61169,MendelMax,1,Generic Standard PLA,ABS/PLA,100,18.4
61169,MendelMax,1,Generic Standard ABS,ABS/PLA,100,18.4
86981,Cube 3,1,Generic Standard PLA,ABS/PLA,75,18.4
97182,Airwolf HD2x,2,Generic Standard PLA,ABS/PLA,300,18.4
97182,Ultimaker 2 Extended,2,Generic Standard PLA,ABS/PLA,150,18.4
97182,Ultimaker 2 Extended,2,Generic Standard ABS,ABS/PLA,150,18.4
100604,Prusa 12 i3v,5,Generic Standard PLA,ABS/PLA,100,18.4
132199,Lulzbot Taz 5,4,ColorFabb nGen,ABS/PLA,100,18.4
132199,Lulzbot Taz 5,4,ColorFabb nGen,ABS/PLA,300,18.4
145349,Solidoodle 4,6,Generic Standard ABS,ABS/PLA,200,18.4
145349,PowerSpec Ultra 3D,6,Generic Standard ABS,ABS/PLA,200,18.4
149223,Ultimaker 2+,2,Generic Standard ABS,ABS/PLA,100,18.4
181190,Lulzbot Taz 6,1,Generic Standard ABS,ABS/PLA,50,18.4
199036,Tevo Black Widow,3,Generic Standard PLA,ABS/PLA,300,18.4
204630,DittoPro,2,Generic Standard PLA,ABS/PLA,100,18.4
211238,GTMax3D Core A1,2,Generic Standard PLA,ABS/PLA,100,18.4
214302,Ultimaker 3 Extended,2,Generic Standard PLA,ABS/PLA,50,18.4
218498,Formbot T-Rex 2,3,Generic Standard PLA,ABS/PLA,200,18.4
227679,Raise3D N2 Plus,2,Generic Standard PLA,ABS/PLA,200,18.4
229924,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,10,18.4
3dprintit,FlashForge Creator Pro,2,Generic Standard PLA,ABS/PLA,100,18.4
brandons,Robo 3D R1 +Plus,1,Generic Standard ABS,ABS/PLA,300,18.4
Kris,Original Prusa i3 MK2S,2,Generic Standard ABS,ABS/PLA,50,18.4
mpap,Makergear M2,2,Generic Standard ABS,ABS/PLA,100,18.4
mpap,PowerSpec Ultra 3D,5,Generic Standard ABS,ABS/PLA,100,18.4
obsessivelygeek,Cubicon Single,3,Generic Standard ABS,ABS/PLA,100,18.4
obsessivelygeek,Cubicon Single,3,Generic Standard PLA,ABS/PLA,100,18.4
obsessivelygeek,Makerbot Replicator 2,3,Generic Standard PLA,ABS/PLA,100,18.4
PascalCreation,Raise3D N2 Plus,2,Generic Standard ABS,ABS/PLA,100,18.4
PascalCreation,Raise3D N2 Plus,2,Generic Standard PLA,ABS/PLA,100,18.4
socal3d,Raise3D N2 Plus,3,Generic Standard PLA,ABS/PLA,200,18.4
vora,FlashForge Dreamer,2,eSUN ABS,ABS/PLA,250,18.4
vora,FlashForge Dreamer,2,eSUN ABS,ABS/PLA,200,18.4
vora,FlashForge Dreamer,2,eSUN ABS,ABS/PLA,175,18.4
vora,FlashForge Dreamer,2,eSUN ABS,ABS/PLA,150,18.4
vora,FlashForge Dreamer,2,eSUN ABS,ABS/PLA,125,18.4
vora,FlashForge Dreamer,2,eSUN ABS,ABS/PLA,100,18.4
vora,FlashForge Dreamer,2,eSUN ABS,ABS/PLA,75,18.4
14873,Zortrax M200,2,Zortrax Z-ABS,ABS/PLA Filled,200,18.4
24234,Rostock MAX,1,Generic Woodfill PLA,ABS/PLA Filled,100,18.4
132199,Lulzbot Taz 5,4,ColorFabb woodFill,ABS/PLA Filled,200,18.4
132199,Lulzbot Taz 5,4,ColorFabb XT,ABS/PLA Filled,100,18.4
132199,Lulzbot Taz 5,4,ColorFabb XT,ABS/PLA Filled,300,18.4
174000,CraftBot PLUS,2,ColorFabb woodFill,ABS/PLA Filled,300,18.4
220636,Monoprice MP Select Mini,2,eSUN PLA+,ABS/PLA Filled,200,18.4
220636,Wanhao Duplicator i3 PLUS,2,eSUN PLA+,ABS/PLA Filled,200,18.4
225652,Prusa Research Original Prusa i3 MK3,2,Makergeek Raptor PLA,ABS/PLA Filled,3000,18.4
jinxbot,Makerbot Replicator 5th Gen,1,eSUN PLA+,ABS/PLA Filled,300,18.4
vora,FlashForge Dreamer,2,eSUN PLA,ABS/PLA Filled,250,18.4
vora,FlashForge Dreamer,2,eSUN PLA,ABS/PLA Filled,200,18.4
vora,FlashForge Dreamer,2,eSUN PLA,ABS/PLA Filled,175,18.4
vora,FlashForge Dreamer,2,eSUN PLA,ABS/PLA Filled,150,18.4
vora,FlashForge Dreamer,2,eSUN PLA,ABS/PLA Filled,125,18.4
vora,FlashForge Dreamer,2,eSUN PLA,ABS/PLA Filled,100,18.4
vora,FlashForge Dreamer,2,eSUN PLA,ABS/PLA Filled,75,18.4
78395,Da Vinci 2.0,4,Generic High-Impact Polystyrene (HIPS),ASA,150,18.4
211066,Prusa Research Original Prusa i3 MK3,5,Generic Standard ASA,ASA,200,18.4
brianshubmarion,Zortrax M200,2,Zortrax Z-HIPS,ASA,200,18.4
mpap,Makergear M2,2,Generic High-Impact Polystyrene (HIPS),ASA,100,18.4
134960,Wanhao Duplicator i3,2,Taulman PCTPE,Nylon,200,18.4
219765,Prusa i3,2,Taulman Nylon 645,Nylon,200,18.4
m3ds,BigBox Dual,4,Taulman PCTPE,Nylon,300,18.4
78395,Da Vinci 1.0,4,Generic PC-ABS,PC,150,18.4
166154,Prusa Steel,3,Generic Polycarbonate (PC),PC,150,18.4
OMSLICE3D,Original Prusa i3 MK2,1,Generic Polycarbonate (PC),PC,200,18.4
24234,Rostock MAX,1,Generic Standard PETG,PET,100,18.4
45308,Original Prusa i3 MK2S,2,Generic Standard PETG,PET,50,18.4
